السؤال,الجواب,الكلمة المفتاحية,التصنيف,score
ما هي العقوبات التي يمكن فرضها إذا تم توجيه إهانة لأحد أعضاء هيئة التدريس؟,يمكن فرض عقوبات تأديبية مثل التنبيه أو الفصل المؤقت أو النهائي ,إهانة هيئة التدريس,تعليم,0.530801892
ما هي العقوبات التي يمكن فرضها على الطالب الذي يخل بالنظام أثناء المحاضرة؟,"الإخراج من قاعة المحاضرات، التنبيه الخطي، الحرمان من حضور بعض أو كل محاضرات المادة، والإنذار بدرجاته الثلاث ",العقوبات التأديبية,تعليم,0.530878603
ما هي العقوبات التي يمكن فرضها على الطالب في حالة الغش؟,"في حالة الغش، يترتب على الطالب أن يعتبر راسباً في الامتحان، ويُلغى تسجيله في باقي المواد، ويتم فصله من الجامعة لمدة فصل دراسي ",الغش في الامتحانات,تعليم,0.528820395
ما هي العقوبات المترتبة على الطالب الذي يغش في الامتحان؟,"يعتبر راسباً في الامتحان، يُلغى تسجيله في باقي المواد، ويُفصل من الجامعة لمدة فصل دراسي ",عقوبات الغش,تعليم,0.530850768
ما هي العقوبات المترتبة على الغياب المتكرر؟,يُحرم من المادة ويُعتبر راسبًا ,"غياب، عقوبات",المواظبة,0.531225264
ما هي العقوبات المترتبة على تأدية شخص آخر للامتحان بدلاً من الطالب؟,"إلغاء تسجيل الطالب في الفصل الدراسي، فصله من الجامعة لمدة فصلين دراسيين ",تأدية الامتحان بدلاً من الطالب,تعليم,0.530250728
ما هي العقوبات المحتملة على الموفد في حالة خرق العقد؟,"يمكن أن تشمل العقوبات استرداد المبالغ المالية المقدمة، إلغاء البعثة، واتخاذ إجراءات قانونية أخرى ضد الموفد ","عقوبات الخرق، العقد","قانونية، مالية",0.530443609
ما هي العقوبات في حال تم إنهاء بعثة الموفد لأسباب قانونية؟,"يمكن إنهاء البعثة وطلب رد النفقات الموكلة إليه مع إضافة 50% من تلك النفقات، بالإضافة إلى إمكانية اتخاذ إجراءات قانونية أخرى ","إنهاء البعثة، العقوبات القانونية","قانونية، مالية",0.529797256
ما هي العقوبة التي تُفرض إذا ثبت غش الطالب أثناء الامتحان؟,"يُعتبر راسباً في الامتحان، ويُلغى تسجيله في باقي المواد، ويُفصل من الجامعة لمدة فصل دراسي ",عقوبة الغش,تعليم,0.530147493
ما هي العقوبة التي يواجهها الطالب إذا لم يسدد الرسوم الدراسية في المواعيد المحددة؟,يُلغى تسجيل الطالب في الفصل إذا لم يسدد الرسوم الدراسية في المواعيد المحددة ,الرسوم الدراسية,تعليم,0.530853271
ما هي العلامات التي يحصل عليها الطالب في البرنامج الدراسي؟,"يحصل الطالب على علامات تتراوح من ""أ"" إلى ""ج""، حيث تُخصص النقاط المناسبة لكل علامة بحسب التقدير ",العلامات الدراسية,تعليم,0.530901432
ما هي العلاوة التي تدفع للموظفين عند التكليف بمهمة داخل محافظة أخرى؟,"تُدفع علاوة الانتقال والسفر عن كل ليلة يقضيها الممو في المبيت، بشرط ألا تزيد المدة على ثلاثة أشهر متتالية وفق الترتيب المحدد لكل فئة ","علاوة الانتقال والسفر، شروط العلاوة","مالي، تنظيمي",0.527258873
ما هي العلاوة التي تُصرف عند التكليف بمهمة رسمية خارج المملكة؟,تُدفع علاوة السفر عن كل ليلة يقضيها في المبيت خارج المملكة وفقاً للترتيب المحدد لكل فئة ,"علاوة السفر الخارجي، مبلغ العلاوة",مالي,0.528431833
ما هي العلاوة التي تُصرف عند ترأس رئيس مجلس أمناء الجامعة أو أحد أعضائه وفداً رسمياً؟,يُصرف له مبلغ يعادل 50% من العلاوة التي يستحقها وفق أحكام النظام بالإضافة إلى تلك العلاوة ,"علاوة الوفد، رئيس مجلس الأمناء",مالي,0.531204402
ما هي العلاوة التي تُصرف عند تكليف مشمول بمهمة رسمية خارج المملكة؟,تُصرف علاوة السفر عن كل ليلة يقضيها الممو في المبيت خارج المملكة وفقاً للترتيب المحدد لكل فئة في المادة (7) ,"علاوة السفر الخارجي، مبلغ العلاوة",مالي,0.530255735
ما هي العلاوة التي تُصرف عند تكليف مشمول بمهمة رسمية خارج المملكة؟,تُدفع علاوة السفر عن كل ليلة يقضيها الممو في المبيت خارج المملكة وفقاً للترتيب المحدد لكل فئة في المادة (7) ,"علاوة السفر الخارجي، مبلغ العلاوة",مالي,0.530011535
ما هي العلاوة التي تُصرف لأي من المشمولين باستخدام سيارتهم الخاصة في مهمة رسمية خارج حدود مركز عملهم الرسمي؟,تُصرف لهم الأجور الكيلومترية المقررة للدوائر الحكومية ,"استخدام السيارة الخاصة، أجور كيلومترية",مالي,0.532197237
ما هي العلاوة التي تُصرف للفئة الأولى عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الأولى في دول الفئة (أ)  58 دينار لكل ليلة ,"علاوة الفئة الأولى، دول الفئة (أ)",مالي,0.531637132
ما هي العلاوة التي تُصرف للفئة الأولى عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الأولى في دول الفئة (ب)   3 دينار لكل ليلة ,"علاوة الفئة الأولى، دول الفئة (ب)",مالي,0.5313164
ما هي العلاوة التي تُصرف للفئة الأولى عند التكليف بمهمة مؤقتة داخل المحافظة؟,"تبلغ علاوة الانتقال والسفر للفئة الأولى 30 دينار لكل ليلة، ولا تزيد المدة على ثلاثة أشهر متتالية ","علاوة الفئة الأولى، مهمة مؤقتة",مالي,0.528896451
ما هي العلاوة التي تُصرف للفئة الأولى عند تكليف مهمة رسمية خارج المملكة؟,تبلغ علاوة السفر الخارجي للفئة الأولى في دول الفئة (أ)  58 دينار لكل ليلة وفي دول الفئة (ب)   3 دينار لكل ليلة ,"علاوة الفئة الأولى، السفر الخارجي",مالي,0.531582654
ما هي العلاوة التي تُصرف للفئة الأولى عند تكليف مهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الأولى في دول الفئة (أ)  58 دينار لكل ليلة ,"علاوة الفئة الأولى، دول الفئة (أ)",مالي,0.531637132
ما هي العلاوة التي تُصرف للفئة الأولى عند تكليف مهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الأولى في دول الفئة (ب)   3 دينار لكل ليلة ,"علاوة الفئة الأولى، دول الفئة (ب)",مالي,0.5313164
ما هي العلاوة التي تُصرف للفئة الثالثة عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الثالثة في دول الفئة (أ)   3 دينار لكل ليلة ,"علاوة الفئة الثالثة، دول الفئة (أ)",مالي,0.531425178
ما هي العلاوة التي تُصرف للفئة الثالثة عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الثالثة في دول الفئة (ب) 83 دينار لكل ليلة ,"علاوة الفئة الثالثة، دول الفئة (ب)",مالي,0.529949248
ما هي العلاوة التي تُصرف للفئة الثالثة عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (ب)؟,لا توجد علاوة محددة للفئة الثالثة في دول الفئة (ب) ,"علاوة الفئة الثالثة، دول الفئة (ب)",مالي,0.531506062
ما هي العلاوة التي تُصرف للفئة الثالثة عند التكليف بمهمة مؤقتة داخل المحافظة؟,"تبلغ علاوة الانتقال والسفر للفئة الثالثة  0 دينار لكل ليلة، ولا تزيد المدة على ثلاثة أشهر متتالية ","علاوة الفئة الثالثة، مهمة مؤقتة",مالي,0.529773712
ما هي العلاوة التي تُصرف للفئة الثالثة عند تكليف مهمة رسمية خارج المملكة؟,تبلغ علاوة السفر الخارجي للفئة الثالثة في دول الفئة (أ)   3 دينار لكل ليلة وفي دول الفئة (ب) 83 دينار لكل ليلة ,"علاوة الفئة الثالثة، السفر الخارجي",مالي,0.530328155
ما هي العلاوة التي تُصرف للفئة الثالثة عند تكليف مهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الثالثة في دول الفئة (أ)   3 دينار لكل ليلة ,"علاوة الفئة الثالثة، دول الفئة (أ)",مالي,0.531425178
ما هي العلاوة التي تُصرف للفئة الثالثة عند تكليف مهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الثالثة في دول الفئة (ب) 83 دينار لكل ليلة ,"علاوة الفئة الثالثة، دول الفئة (ب)",مالي,0.529949248
ما هي العلاوة التي تُصرف للفئة الثانية عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الثانية في دول الفئة (أ)  35 دينار لكل ليلة ,"علاوة الفئة الثانية، دول الفئة (أ)",مالي,0.531250834
ما هي العلاوة التي تُصرف للفئة الثانية عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الثانية في دول الفئة (ب) 90 دينار لكل ليلة ,"علاوة الفئة الثانية، دول الفئة (ب)",مالي,0.530500531
ما هي العلاوة التي تُصرف للفئة الثانية عند التكليف بمهمة مؤقتة داخل المحافظة؟,"تبلغ علاوة الانتقال والسفر للفئة الثانية  4 دينار لكل ليلة، ولا تزيد المدة على ثلاثة أشهر متتالية ","علاوة الفئة الثانية، مهمة مؤقتة",مالي,0.529675484
ما هي العلاوة التي تُصرف للفئة الثانية عند تكليف مهمة رسمية خارج المملكة؟,تبلغ علاوة السفر الخارجي للفئة الثانية في دول الفئة (أ)  35 دينار لكل ليلة وفي دول الفئة (ب) 90 دينار لكل ليلة ,"علاوة الفئة الثانية، السفر الخارجي",مالي,0.531003296
ما هي العلاوة التي تُصرف للفئة الثانية عند تكليف مهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الثانية في دول الفئة (أ)  35 دينار لكل ليلة ,"علاوة الفئة الثانية، دول الفئة (أ)",مالي,0.531250834
ما هي العلاوة التي تُصرف للفئة الثانية عند تكليف مهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الثانية في دول الفئة (ب) 90 دينار لكل ليلة ,"علاوة الفئة الثانية، دول الفئة (ب)",مالي,0.530500531
ما هي العلاوة التي تُصرف للفئة الخاصة عند التكليف بمهمة رسمية خارج المملكة؟,تبلغ علاوة السفر الخارجي للفئة الخاصة في دول الفئة (أ)   5 دينار ولكلفية (ب)  80 دينار لكل ليلة ,"علاوة الفئة الخاصة، السفر الخارجي",مالي,0.531315446
ما هي العلاوة التي تُصرف للفئة الخاصة عند تكليف مهمة رسمية خارج المملكة؟,تبلغ علاوة السفر الخارجي للفئة الخاصة في دول الفئة (أ)   5 دينار لكل ليلة وللفئة (ب)  80 دينار لكل ليلة ,"علاوة الفئة الخاصة، السفر الخارجي",مالي,0.530943811
ما هي العلاوة التي تُصرف للفئة الخامسة عند التكليف بمهمة مؤقتة داخل المحافظة؟,لم يتم تحديد علاوة للفئة الخامسة عند تكليف مهمة مؤقتة داخل المحافظة ,"علاوة الفئة الخامسة، مهمة مؤقتة",مالي,0.529756665
ما هي العلاوة التي تُصرف للفئة الرابعة عند التكليف بمهمة مؤقتة داخل المحافظة؟,"تبلغ علاوة الانتقال والسفر للفئة الرابعة  6 دينار لكل ليلة، ولا تزيد المدة على ثلاثة أشهر متتالية ","علاوة الفئة الرابعة، مهمة مؤقتة",مالي,0.529213607
ما هي العلاوة التي تُصرف للفئة الرابعة والخامسة عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الرابعة والخامسة في دول الفئة (أ) 90 دينار لكل ليلة ,"علاوة الفئة الرابعة والخامسة، دول الفئة (أ)",مالي,0.530831695
ما هي العلاوة التي تُصرف للفئة الرابعة والخامسة عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الرابعة والخامسة في دول الفئة (ب) 75 دينار لكل ليلة ,"علاوة الفئة الرابعة والخامسة، دول الفئة (ب)",مالي,0.530435085
ما هي العلاوة التي تُصرف للفئة الرابعة والخامسة عند التكليف بمهمة رسمية خارج المملكة في دول الفئة (ب)؟,لا توجد علاوة محددة للفئة الرابعة والخامسة في دول الفئة (ب) ,"علاوة الفئة الرابعة والخامسة، دول الفئة (ب)",مالي,0.531578243
ما هي العلاوة التي تُصرف للفئة الرابعة والخامسة عند تكليف مهمة رسمية خارج المملكة؟,تبلغ علاوة السفر الخارجي للفئة الرابعة والخامسة في دول الفئة (أ) 90 دينار لكل ليلة وفي دول الفئة (ب) 75 دينار لكل ليلة ,"علاوة الفئة الرابعة والخامسة، السفر الخارجي",مالي,0.530950069
ما هي العلاوة التي تُصرف للفئة الرابعة والخامسة عند تكليف مهمة رسمية خارج المملكة في دول الفئة (أ)؟,تبلغ علاوة السفر الخارجي للفئة الرابعة والخامسة في دول الفئة (أ) 90 دينار لكل ليلة ,"علاوة الفئة الرابعة والخامسة، دول الفئة (أ)",مالي,0.530831695
ما هي العلاوة التي تُصرف للفئة الرابعة والخامسة عند تكليف مهمة رسمية خارج المملكة في دول الفئة (ب)؟,تبلغ علاوة السفر الخارجي للفئة الرابعة والخامسة في دول الفئة (ب) 75 دينار لكل ليلة ,"علاوة الفئة الرابعة والخامسة، دول الفئة (ب)",مالي,0.530435085
ما هي العلاوة التي تُصرف للفئة السادسة عند التكليف بمهمة رسمية خارج المملكة؟,لم يتم تحديد علاوة للفئة السادسة عند التكليف بمهمة رسمية خارج المملكة ,"علاوة الفئة السادسة، السفر الخارجي",مالي,0.529575765
ما هي العلاوة التي تُصرف للفئة السادسة عند التكليف بمهمة مؤقتة داخل المحافظة؟,لم يتم تحديد علاوة للفئة السادسة عند تكليف مهمة مؤقتة داخل المحافظة ,"علاوة الفئة السادسة، مهمة مؤقتة",مالي,0.529284716
ما هي العلاوة المخصصة لاستخدام السيارة الخاصة في مهمة رسمية خارج مركز العمل الرسمي؟,تُصرف الأجور الكيلومترية المقررة للدوائر الحكومية ,"استخدام السيارة الخاصة، أجور كيلومترية",مالي,0.532365799
ما هي العلاوة المخصصة للفئة الأولى عند تكليف مهمة داخل محافظة أخرى؟,تبلغ علاوة الانتقال والسفر للفئة الأولى 30 دينار لكل ليلة ,"علاوة الفئة الأولى، الانتقال داخل المحافظة",مالي,0.530128598
ما هي العلاوة المخصصة للفئة الثالثة عند تكليف مهمة داخل محافظة أخرى؟,تبلغ علاوة الانتقال والسفر للفئة الثالثة  0 دينار لكل ليلة ,"علاوة الفئة الثالثة، الانتقال داخل المحافظة",مالي,0.531309187
ما هي العلاوة المخصصة للفئة الثانية عند تكليف مهمة داخل محافظة أخرى؟,تبلغ علاوة الانتقال والسفر للفئة الثانية  4 دينار لكل ليلة ,"علاوة الفئة الثانية، الانتقال داخل المحافظة",مالي,0.531124413
ما هي العلاوة المخصصة للفئة الخاصة عند تكليف مهمة داخل محافظة أخرى؟,تبلغ علاوة الانتقال والسفر للفئة الخاصة 40 دينار لكل ليلة ,"علاوة الفئة الخاصة، الانتقال داخل المحافظة",مالي,0.529571414
ما هي العلاوة المخصصة للفئة الخامسة عند تكليف مهمة داخل محافظة أخرى؟,لم يتم تحديد علاوة للفئة الخامسة عند تكليف مهمة داخل محافظة أخرى ,"علاوة الفئة الخامسة، الانتقال داخل المحافظة",مالي,0.529786706
ما هي العلاوة المخصصة للفئة الرابعة عند تكليف مهمة داخل محافظة أخرى؟,تبلغ علاوة الانتقال والسفر للفئة الرابعة  6 دينار لكل ليلة ,"علاوة الفئة الرابعة، الانتقال داخل المحافظة",مالي,0.530594468
ما هي العلاوة المخصصة للفئة السادسة عند تكليف مهمة داخل محافظة أخرى؟,لم يتم تحديد علاوة للفئة السادسة عند تكليف مهمة داخل محافظة أخرى ,"علاوة الفئة السادسة، الانتقال داخل المحافظة",مالي,0.529278994
ما هي العلاوة المخصصة لمهمة مؤقتة ليوم واحد داخل المحافظة؟,تُصرف علاوة مقابل النفقات التي يتكبدها الممو وفقاً لنظام الانتقال والسفر النافذ المفعول ,"علاوة مؤقتة، شروط العلاوة","مالي، تنظيمي",0.531145215
ما هي العواقب القانونية لخرق الموفد لتعهده بالخدمة في الجامعة؟,يترتب على الموفد وكفيليه دفع مبلغ يعادل نسبة معينة من الرواتب والعلاوات والنفقات الأخرى التي تكبدتها الجامعة مضافاً إليها 50% ,"خرق التعهد، العواقب","قانونية، مالية",0.529652357
ما هي العوامل التي تؤثر على ترقيته إلى رتبة أستاذ مشارك؟,"يجب أن يكون قد شغل رتبة أستاذ مساعد لمدة خمس سنوات، وأن يكون قد نشر إنتاجاً علمياً قيماً في مجال تخصصه ",رتبة أستاذ مشارك,شروط الترقية,0.530340731
ما هي العوامل التي تحدد إذا كان الطالب منسحبًا من جميع المواد في الفصل الدراسي؟,إذا تغيب الطالب عن أكثر من  5% من الساعات المقررة أو انسحب من جميع المواد ,"انسحاب، غياب، مواد",قوانين أكاديمية,0.531294942
ما هي الفئة الأولى في نظام الانتقال والسفر؟,الفئة الأولى هي نواب الرئيس في الجامعة ,"الفئة الأولى، تصنيف الفئات","تنظيمي، تصنيف",0.53042239
ما هي الفئة التي تشملها التعليمات الخاصة بالكفيل؟,تشمل التعليمات الكفيل الذي تكون مدة خدمته في الجامعة لا تقل عن سبع سنوات ,"الكفيل، فئة العاملين في الجامعة",كفالة,0.529733717
ما هي الفئة التي لا تشملها هذه التعليمات؟,لا تشمل التعليمات المستخدمين الذين يتقاضون أجورًا يومية أو مكافأة شهرية ,الفئة المستثناة,توظيف,0.531288028
ما هي الفئة التي يحصل موظفو الأمن الجامعي على راتب أساسي من خلالها؟,موظفو الأمن الجامعي الحاصلين على شهادة الثانوية العامة فأكثر يحصلون على راتب أساسي من الفئة المناسبة ,موظفو الأمن,الرواتب,0.530671358
ما هي الفئة التي يمكن منحها إجازة طارئة؟,"يمكن منح إجازة طارئة لأعضاء هيئة التدريس في الجامعة، بشرط أن يكون قد أكملوا خمس سنوات من الخدمة الفعلية ","إجازة طارئة، أعضاء هيئة التدريس",الإجازة الطارئة,0.529495776
ما هي الفئة الثالثة في نظام الانتقال والسفر؟,الفئة الثالثة تشمل الأساتذة ومديري الوحدات والدوائر في الجامعة ,"الفئة الثالثة، تصنيف الفئات","تنظيمي، تصنيف",0.530489326
ما هي الفئة الخامسة في نظام الانتقال والسفر؟,الفئة الخامسة تشمل موظفي الدرجتين الثالثة والرابعة في الجامعة ,"الفئة الخامسة، تصنيف الفئات","تنظيمي، تصنيف",0.530721247
ما هي الفترات الزمنية التي تقبل فيها المواد الدراسية المنقولة؟,"يجب أن تكون المواد قد درست بنجاح خلال سبع سنوات للتخصصات العلمية، وخمس عشرة سنة للتخصصات الإنسانية ",المواد المنقولة,تعليم,0.529605091
ما هي الفترة الزمنية التي يمكن للطالب التعديل فيها على رسالته في حالة التعديلات الطفيفة؟,يجب على الطالب إجراء التعديلات الطفيفة خلال فترة لا تتجاوز شهرًا من تاريخ المناقشة ,"التعديلات الطفيفة، مدة التعديل",تعديل الرسالة,0.52982372
ما هي الفترة المحددة لبت اللجان في القضايا المحالة إليها؟,يجب البت في القضايا خلال 30 يومًا من تاريخ إحالتها ,لجنة التحقيق,تعليم,0.530899465
ما هي الفوائد الأكاديمية للجامعة من خلال البعثات العلمية؟,"تستفيد الجامعة من رفع مستوى البحث العلمي، تعزيز الكفاءات الأكاديمية، وتطوير البرامج التعليمية بناءً على الخبرات المكتسبة من البعثات ","فوائد البعثة، البحث العلمي","أكاديمية، تطوير",0.529529572
ما هي الفوائد التي يحصل عليها الطلاب المتميزين في الجامعة الهاشمية؟,يحصل الطلاب المتميزون على مكافآت وحوافز تشجيعية في مختلف المجالات الأكاديمية ,مكافآت الطلاب,تعليم,0.532665491
ما هي القواعد المتعلقة بالانسحاب من المواد؟,"يجوز للطالب الانسحاب من مادة قبل أسبوع من الامتحانات النهائية، وتُسجل في سجله الأكاديمي ملاحظة ""منسحب"" ","انسحاب، ملاحظة",تعليم,0.532950342
ما هي القوانين المتعلقة باستخدام الخزائن الحديدية داخل الحرم الجامعي؟,"يجب على المشترك استخدام الخزائن للأغراض الجامعية فقط، ويمنع الاحتفاظ بأي مواد محظورة داخلها، ويجب تسليم المفتاح عند التخرج أو ترك الجامعة ",الخزائن الحديدية,تعليم,0.530106127
ما هي الكليات الرئيسية في الجامعة الهاشمية؟,"الكليات الرئيسية هي كلية الهندسة، كلية العلوم، كلية الشريعة، وكلية الأعمال ",الكليات الرئيسية,تعليم,0.531349778
ما هي المؤسسات التعليمية التي يمكن أن يوفد إليها الموفد؟,يمكن أن يوفد الموفد إلى الجامعات والمعاهد التعليمية المعترف بها دولياً تتناسب مع تخصصه وأهداف البعثة العلمية ,"المؤسسات التعليمية، الإيفاد","أكاديمية، إدارية",0.530493677
ما هي المادة التي تحدد الرواتب الأساسية للموظفين حسب المؤهل العلمي؟,تحدد الرواتب الأساسية للموظفين حسب المؤهل العلمي في المادة الخاصة بذلك ,الرواتب,الإدارة,0.52939117
ما هي المادة التي تحدد شروط صرف نسبة (50%) من المكافأة؟,"المادة (3) هي التي تحدد شروط صرف نسبة (50%) من المكافأة، بما في ذلك مدة الخدمة والكفيلين ","المادة (3)، شروط الصرف",مكافأة,0.531979442
ما هي المادة التي يتم احتسابها عند دراسة مواد سابقة في جامعة أخرى؟,"تحتسب المواد التي حصل فيها الطالب على علامة ""ج"" أو ما يعادلها من جامعة أخرى معترف بها، بشرط ألا تكون مدة الدراسة قد تجاوزت سبع سنوات ",احتساب المواد السابقة,تعليمات أكاديمية,0.528358459
ما هي المبالغ التي تتحملها الجامعة في حالات العلاج خارج المستشفيات المعتمدة؟,"تتحمل الجامعة 40 دينارًا لفحص الطبيب الاختصاصي مع ثمن الدواء، و30 دينارًا لفحص الطبيب العام مع ثمن الدواء ",العلاج خارج المستشفيات المعتمدة,المعالجة الطبية,0.529791415
ما هي المبالغ التي تدفع للموفد في بعثة علمية وفقاً للمادة ( 0)؟,"تدفع للموفد أجور سفره بالدرجة السياحية وأجور سفر زوجته واثنين من أولاده دون سن الثامنة عشرة، رسوم المؤسسة الموفد إليها، تكاليف طباعة الأطروحة، ومبلغ شهري مقطوع لتغطية تكاليف المعيشة وأثمان الكتب وغيرها من اللوازم الدراسية ","المخصصات المالية، البعثات العلمية","مالية، دعم",0.528917074
ما هي المبالغ التي يدفعها الجامعة للموفد في بعثة علمية؟,"تدفع الجامعة للموفد أجور سفره بالدرجة السياحية، أجور سفر زوجته واثنين من أولاده دون سن الثامنة عشرة، رسوم المؤسسة الموفد إليها، تكاليف طباعة الأطروحة، ومبلغ شهري مقطوع لتغطية تكاليف المعيشة والكتب وغيرها ","مبالغ البعثة، تكاليف المعيشة",نظام البعثات العلمية,0.5298419
ما هي المتطلبات الأساسية لإيداع الرسالة في مكتبة الجامعة؟,"يجب على الطالب إيداع نسختين من رسالته في مكتبة الجامعة (نسخة ورقية ونسخة إلكترونية) وتسليم أربع نسخ ورقية إلى عمادة البحث العلمي والدراسات العليا، الكلية المعنية، القسم، والمشرف على الرسالة، بالإضافة إلى نسخة إلكترونية إلى عمادة البحث العلمي والدراسات العليا وفق النموذج المعتمد ","إيداع الرسالة، مكتبة الجامعة","أكاديمية، إدارية",0.52942276
ما هي المتطلبات الأساسية للتعيين في وظيفة أكاديمية؟,يجب أن يكون المرشح حاصلاً على المؤهل العلمي المناسب للوظيفة الأكاديمية ,الوظيفة الأكاديمية,التعيين,0.531819642
ما هي المتطلبات الأساسية للحصول على درجة البكالوريوس؟,النجاح في جميع المواد المطلوبة وحصول الطالب على معدل تراكمي لا يقل عن نقطتين ,متطلبات التخرج,تعليم,0.530588567
ما هي المتطلبات التي يجب على الطالب اتباعها للحصول على شهادة دبلوم الدراسات العليا بعد فصل من الماجستير؟,"يجب على الطالب المفصول دفع رسوم الساعات المقررة والرسوم الفصلية الأخرى لبرنامج الماجستير للساعات التي يسجلها للحصول على دبلوم الدراسات العليا، بدءًا من الفصل الصيفي لعام  0  / 0 3 ","دبلوم الدراسات العليا، الفصل",شروط منح الشهادات,0.530988455
ما هي المتطلبات الخاصة بالمواظبة على حضور المحاضرات؟,يشترط أن يحضر الطالب جميع المحاضرات النظرية وساعات العمل المخبري والتطبيق العملي ,"المواظبة، المحاضرات، الطالب",قوانين أكاديمية,0.530312836
ما هي المتطلبات اللازمة للحصول على مكافأة نهاية الخدمة؟,يجب على العامل أن يكون قد قضى مدة خدمة لا تقل عن عشر سنوات في الجامعة ,مكافأة نهاية الخدمة,تعليم,0.529249012
ما هي المتطلبات لتشكيل لجنة مناقشة الرسالة؟,"تتكون لجنة المناقشة من المشرف المنفرد أو الرئيسي رئيسًا، المشرف المشارك عضوًا، عضوي هيئة تدريس على الأقل من داخل الجامعة، وممتحن خارجي واحد على الأقل ",لجنة المناقشة,الإشراف,0.5299927
ما هي المخالفات التي تعرض الطالب للعقوبات التأديبية؟,"تشمل المخالفات: الغش في الامتحانات، الإضرار بممتلكات الجامعة، التزوير، التحريض على العنف ",المخالفات التأديبية,تعليم,0.532445073
ما هي المخصصات التي تغطيها البعثة العلمية للموفدين؟,"تغطي البعثة العلمية أجور سفر الموفد وزوجته واثنين من أولاده دون سن الثامنة عشرة، رسوم المؤسسة الموفد إليها، تكاليف طباعة الأطروحة، ومبلغ شهري مقطوع لتغطية تكاليف المعيشة وأثمان الكتب وأي لوازم دراسية أخرى ","مخصصات البعثة، تكاليف المعيشة",نظام البعثات العلمية,0.52930373
ما هي المخصصات التي تغطيها الكفالة أو الرهن المقدمة من الموفد؟,"تغطي الكفالة أو الرهن المخصصات المتعلقة بنفقات الإيفاد مثل الرواتب، العلاوات، أجور السفر، رسوم التعليم، وتكاليف المعيشة، بالإضافة إلى نسبة 50% من مقدار هذه النفقات ","الكفالة، الرهن، النفقات",نظام البعثات العلمية,0.529636562
ما هي المخصصات الشهرية للموفدين في البعثات العلمية داخل المملكة؟,"تُحدد المخصصات الشهرية للموفد داخل المملكة بناءً على حالته الاجتماعية، وتكون  00 دينار للموفد المتزوج و350 دينار للموفد إلى خارج المملكة ",مخصصات البعثات,البعثات العلمية,0.530734777
ما هي المخصصات المالية التي يحصل عليها الموفد في بعثة علمية؟,"يحصل الموفد على أجور سفره بالدرجة السياحية وأجور سفر زوجته واثنين من أولاده دون سن الثامنة عشرة، رسوم المؤسسة الموفد إليها، تكاليف طباعة الأطروحة، ومبلغ شهري مقطوع لتغطية تكاليف المعيشة وأثمان الكتب وغيرها من اللوازم الدراسية ","المخصصات المالية، البعثات العلمية","مالية، دعم",0.529225171
ما هي المدة الإجمالية التي يقضيها الطالب في البرنامج؟,يقضي الطالب مدة دراسية محددة حسب طبيعة الاختصاص وفق الخطة الدراسية المعتمدة ,"مدة الدراسة، الخطة الدراسية",تعليم,0.529913843
ما هي المدة التي تتحمل فيها الجامعة نفقات العلاج للمشترك في حالة السفر؟,تتحمل الجامعة نفقات المعالجة للمشترك أو المنتفع في الخارج لمدة لا تتجاوز سنتين ,مدة التغطية في الخارج,المعالجة الخارجية,0.529462099
ما هي المدة التي تتحمل فيها الجامعة نفقات المعالجة للمشتركين في الخارج؟,تتحمل الجامعة نفقات المعالجة للمشتركين في الخارج لمدة لا تتجاوز سنتين ,مدة التغطية,المعالجة الخارجية,0.529911697
ما هي المدة التي تستغرقها لجنة التحقيق للنظر في القضايا؟,يجب على لجان التحقيق البت في القضايا المحالة إليها خلال  0 أيام من تاريخ الإحالة ,"لجنة التحقيق، القضايا",التعليم,0.531307697
ما هي المدة التي يجب أن يحصل فيها الطالب على درجة الماجستير؟,يتم منح درجة الماجستير بقرار من مجلس العمداء بناءً على توصية لجنتي الكلية والقسم المختصين ,"درجة الماجستير، قرار المجلس",منح الدرجة,0.530894458
