Question,Answer
هل يمكن للطلاب الذين يدرسون في الخارج الحصول على معادلة للمواد التي درسها؟,"نعم، يمكن معادلة المواد بعد تقديم تفاصيل المواد في الجامعة الأصلية."
هل يُسمح للطلاب بتغيير تخصصاتهم بعد اجتيازهم لعدد من الساعات الدراسية؟,"نعم، إذا كان التحويل يتوافق مع المعايير الأكاديمية."
هل يمكن للطلاب الذين لم يحققوا المعايير الأكاديمية المطلوبة التقدم للجامعة؟,"لا، إلا إذا كان لديهم استثناءات خاصة تم الموافقة عليها من مجلس العمداء."
هل يُسمح للطلاب بتغيير تخصصاتهم في حالة تم انتقالهم من جامعة غير أردنية؟,"نعم، بشرط أن تكون التخصصات الجديدة متوافقة مع الأنظمة الأكاديمية."
هل يجوز للطلاب الذين أتموا 50% من دراستهم في جامعة غير أردنية التقديم للجامعة الهاشمية؟,"نعم، بشرط أن تتوافق المواد الدراسية مع المعايير الأكاديمية."
هل يتم إعفاء الطلاب الدوليين من بعض الرسوم الدراسية؟,"نعم، في حال كان لديهم إعفاءات من خلال منح دراسية أو دعم أكاديمي."
هل يُسمح للطلاب الذين لا يتمكنون من إتمام دراستهم في الوقت المحدد بتقديم طلب تمديد؟,"نعم، يمكنهم تقديم طلب تمديد وفقًا للأنظمة المعتمدة."
هل يُسمح للطلاب الحاصلين على تقدير ضعيف بالدخول في برامج دعم أكاديمي؟,"نعم، تُخصص برامج دعم أكاديمي للطلاب الذين يعانون من مشاكل أكاديمية."
هل يمكن للطلاب الدوليين الحصول على إعفاء من الرسوم الدراسية؟,"نعم، إذا كانوا مؤهلين للحصول على منح دراسية."
هل يُسمح للطلاب الذين يعانون من صعوبات مالية بالحصول على دعم دراسي؟,"نعم، يمكن للطلاب الحصول على إعفاءات أو منح دراسية في حال وجود صعوبات مالية."
هل يتم قبول الطلاب الذين أكملوا دراستهم في جامعات غير أردنية للالتحاق بالدراسات العليا في الجامعة الهاشمية؟,"نعم، بشرط معادلة الشهادات."
هل يمكن للطلاب الدوليين تغيير تخصصاتهم بعد التسجيل في الجامعة؟,"نعم، بشرط أن تتوافق التخصصات مع شروط القبول."
هل يُسمح للطلاب الذين يدرسون بنظام التعلم عن بعد بالتحويل بين التخصصات؟,"نعم، بشرط أن يتوافق نظام الدراسة مع التخصص الجديد."
هل تؤثر دراسة البرامج الأكاديمية عبر الإنترنت على تصنيف الجامعة في التقييمات العالمية؟,"نعم، قد تؤثر دراسة البرامج الأكاديمية عبر الإنترنت على تصنيف الجامعة في التقييمات العالمية، حيث تعتمد بعض التصنيفات على جودة التعليم التقليدي والتفاعل الشخصي، مما قد يجعل البرامج الإلكترونية أقل وزنًا في هذه التقييمات."
كيف يتم احتساب الساعات الدراسية والمواد التي يتم دراستها في نظام التعليم الإلكتروني بالنسبة للطلاب الذين يرغبون في تحويلها إلى جامعات أخرى؟,"يتم احتساب الساعات الدراسية والمواد في نظام التعليم الإلكتروني بناءً على توافق المناهج المقررة مع معايير الجامعة الأخرى، ويمكن أن تتم معادلتها بشرط أن تتوافق مع المنهج المعتمد في الجامعة المستقبلة."
هل يتم معادلة الشهادات التي يتم الحصول عليها عبر التعليم الإلكتروني في الجامعات الأردنية بنفس الطريقة التي يتم بها معادلة الشهادات التقليدية؟,"نعم، يتم معادلة الشهادات التي يتم الحصول عليها عبر التعليم الإلكتروني بنفس الطريقة، شريطة أن يكون البرنامج معتمدًا من قبل وزارة التعليم العالي وأن يكون معترفًا به في نظام التعليم الأردني."
كيف يتم ضمان جودة البرامج التعليمية عبر الإنترنت في الجامعات الأردنية؟,"يتم ضمان جودة البرامج التعليمية عبر الإنترنت من خلال تقييمات دورية للمحتوى الأكاديمي، ورصد التفاعل بين الطلاب وأعضاء هيئة التدريس، بالإضافة إلى الامتحانات والاختبارات العملية التي تُجرى إلكترونيًا."
هل يمكن للطلاب الذين يدرسون برامج دراسات عليا عبر الإنترنت التقديم للحصول على منح دراسية حكومية؟,"نعم، يمكن للطلاب الذين يدرسون برامج دراسات عليا عبر الإنترنت التقديم للحصول على منح دراسية حكومية، بشرط أن تتوفر منح لدراسة التعليم الإلكتروني في البرامج التي تقدمها الحكومة."
هل يمكن للطلاب العاملين بدوام كامل التقديم لدراسة برامج تعليمية عبر الإنترنت في الجامعات الأردنية؟,"نعم، الجامعات الأردنية تقدم برامج تعليمية عبر الإنترنت بدوام مرن يسمح للطلاب العاملين بدوام كامل بالتسجيل، ولكن يتطلب ذلك منهم الالتزام بمواعيد الاختبارات النهائية والمشاريع البحثية."
هل توجد برامج تعليمية عبر الإنترنت تتضمن التدريب العملي أو الورش الدراسية في الجامعات الأردنية؟,بعض الجامعات الأردنية تقدم برامج تعليمية عبر الإنترنت تتضمن تدريبًا عمليًا أو ورشًا دراسية يمكن أن تُنفَّذ في مراكز تدريب معتمدة أو من خلال التعاون مع شركات ومؤسسات ذات علاقة.
هل يتم توفير دعم أكاديمي شخصي للطلاب الذين يدرسون عبر الإنترنت في الجامعات الأردنية؟,"نعم، توفر الجامعات الأردنية دعمًا أكاديميًا شخصيًا للطلاب الذين يدرسون عبر الإنترنت من خلال لقاءات افتراضية مع الأساتذة، منتديات النقاش، ووسائل التواصل المباشر عبر البريد الإلكتروني."
كيف يتم حساب المعدل التراكمي للطلاب الذين أتموا دراسة جزئية في جامعة خارجية ويرغبون في التجسير للالتحاق بجامعة أردنية؟,"يتم حساب المعدل التراكمي وفقًا لمعادلة تعتمد على تحويل الساعات المعتمدة من الجامعة الخارجية إلى نظيرتها في الجامعة الأردنية، مع تعديل المعدل حسب المعايير المحلية للجامعة."
ما هي الإجراءات المتبعة لتقييم معادلة المواد الدراسية في حالة التحويل من جامعة خارجية إلى جامعة أردنية؟,"يتم تقديم المواد التي درسها الطالب من الجامعة الخارجية إلى اللجنة الأكاديمية في الجامعة الأردنية، التي تقوم بمراجعة الوصف الكامل للمقرر، وطبيعة المادة، وحجم الساعات الدراسية، ويتم اتخاذ قرار بشأن معادلتها."
"هل يمكن للطلاب الحاصلين على شهادة من جامعة غير معترف بها في الأردن، التقديم للحصول على معادلة شهادتهم؟","لا يمكن، حيث إن وزارة التعليم العالي الأردني تتطلب أن تكون الشهادة الجامعية صادرة من جامعة معترف بها من قبلها أو من قبل المؤسسات الدولية المعتبرة."
هل يتم تعديل المعدل التراكمي للطلاب الحاصلين على درجة البكالوريوس من جامعات غير أردنية في حال التحويل إلى الجامعات الأردنية؟,"نعم، يتم تعديل المعدل التراكمي وفقًا لمعادلة تعتمد على الطريقة التي تستخدمها الجامعة الأصلية في حساب المعدل، بالإضافة إلى شروط إضافية قد تضعها الجامعة الأردنية بشأن المعدل."
هل يمكن للطلاب الأردنيين الحاصلين على منح دراسية من الخارج التحويل إلى جامعة أردنية قبل الانتهاء من برنامجهم؟,"يختلف ذلك حسب نوع المنحة وشروطها، حيث تتطلب بعض المنح الالتزام بالاستمرار في الدراسة في الجامعة المانحة، بينما قد تسمح أخرى بالتحويل إلى جامعة أردنية إذا كانت المنحة تدعم ذلك."
ما هو الأثر الأكاديمي والمالي على الطلاب الذين يتم قبولهم في برامج التجسير ولا يستطيعون إتمام البرنامج في الوقت المحدد؟,"إذا لم يتمكن الطالب من إتمام برنامج التجسير في الوقت المحدد، قد يتعرض للحرمان من بعض الامتيازات المالية، مثل المنح أو الإعفاءات، إضافة إلى إمكانية تأجيل القبول أو إعادة بعض المواد."
هل يمكن للطالب الذي اجتاز عددًا من المقررات الجامعية في تخصص مختلف عن تخصصه الأصلي التقديم للتحويل إلى تخصص آخر؟,"نعم، يمكن للطالب التقديم للتحويل إلى تخصص آخر إذا كانت المقررات التي اجتازها تتوافق مع متطلبات التخصص الجديد، ولكن يجب عليه أن يحصل على موافقة الكلية الجديدة."
ما هو الفرق بين أنظمة القبول المفتوح ونظام القبول الانتقائي في الجامعات الأردنية؟,"في نظام القبول المفتوح، يُسمح لجميع الطلاب المتخرجين من الثانوية العامة التقديم لأي تخصص بناءً على توفر الأماكن دون النظر إلى المعايير التنافسية، بينما في النظام الانتقائي يتم قبول الطلاب بناءً على المعدل أو الاختبارات التخصصية."
هل يمكن للطلاب المرفوضين من برامج التجسير بسبب عدم التفرغ الأكاديمي الحصول على فرصة ثانية بعد عام أو أكثر؟,"نعم، يمكن للطلاب الذين تم رفضهم بسبب عدم التفرغ الأكاديمي التقديم مرة أخرى في المستقبل بشرط أن يستوفوا الشروط الجديدة وأن يظهروا استعدادًا أكاديميًا أعلى."
"ما هي شروط القبول الخاصة بالطلاب الحاصلين على شهادة ""دبلوم"" من مؤسسة أكاديمية دولية ويرغبون في الالتحاق ببرنامج تجسير في جامعة أردنية؟","يجب على الطالب تقديم معادلة الشهادة من وزارة التعليم العالي الأردنية، وقد يتطلب ذلك اجتياز امتحانات تأهيلية أو دورة تمهيدية بالإضافة إلى أن يكون المعدل العام في الدبلوم متوافقًا مع الحد الأدنى المطلوب في الجامعة الأردنية"
هل يمكن للطلاب الذين تم قبولهم في تخصص معين تغيير تخصصاتهم بعد قبولهم في الجامعة؟,"نعم، يمكن للطلاب تغيير تخصصاتهم بعد القبول، لكن يتطلب ذلك استيفاء شروط معينة مثل معدل تراكمي معين أو اجتياز بعض المقررات الأساسية في التخصص الجديد."
هل يمكن للطالب الذي تم قبوله في تخصص مزدوج (مثل الهندسة والاقتصاد) التقديم لتخصص آخر بعد مرور عام دراسي؟,"نعم، يمكن للطالب التقديم لتخصص آخر بعد مرور عام دراسي بشرط أن يكون قد اجتاز عددًا من المواد الأساسية المطلوبة في التخصص الجديد وتوفير مكان شاغر في التخصص المطلوب."
"هل يتم منح الطلاب الذين يتم قبولهم في برامج دراسات عليا في تخصصات معينة، مثل الطب، فرصًا إضافية للدراسة في الخارج؟","نعم، بعض الجامعات تقدم برامج تبادل طلابي أو فرصًا للدراسة في الخارج للطلاب المقبولين في برامج الدراسات العليا في تخصصات مثل الطب، ضمن شراكات مع جامعات دولية."
ما هي الآلية التي تعتمدها الجامعات الأردنية لتقييم قبول الطلاب الحاصلين على شهادة الثانوية العامة من أنظمة تعليمية متعددة؟,"تقوم الجامعات الأردنية بتطبيق معايير معادلة الشهادات على أساس تحليل مفصل لمناهج التعليم في الدولة التي حصل منها الطالب على شهادته، ويمكن أن تتضمن اختبارات تأهيلية لتحديد مؤهلاتهم الأكاديمية."
كيف يتم التعامل مع الطلاب الذين يرغبون في التقديم لبرامج دراسات عليا في تخصصات لا تتوافق مع تخصصاتهم في البكالوريوس؟,"يتطلب الأمر من الطالب اجتياز بعض الدورات التمهيدية أو المقررات التأهيلية التي تُسهم في سد الفجوة بين التخصصين، ويتم اتخاذ القرار بناءً على مراجعة سجل الطالب الأكاديمي"
السؤال,الإجابة
ما هو الحد الأدنى للمعدل المطلوب للقبول في برنامج دراسات الماجستير في الجامعة الهاشمية؟,يتطلب برنامج الماجستير حدًا أدنى للمعدل في درجة البكالوريوس يحدد من قبل القسم الأكاديمي.
هل يتم توفير الدعم الأكاديمي للطلاب الذين يعانون من صعوبات دراسية؟,"نعم، توفر الجامعة برامج دعم أكاديمي للطلاب الذين يواجهون صعوبات دراسية أو أكاديمية."
هل يمكن للطلاب تعديل جدولهم الدراسي بعد بدء الفصل؟,"نعم، يمكن للطلاب تعديل جدولهم الدراسي ضمن المدة الزمنية المحددة لكل فصل دراسي."
هل يُسمح للطلاب بتحميل المواد الدراسية عبر الإنترنت؟,"نعم، توفر الجامعة مواد دراسية عبر منصة التعليم الإلكتروني الخاصة بها."
ما هي شروط الحصول على منحة دراسية في الجامعة الهاشمية؟,يجب أن يكون الطالب من المتفوقين أكاديميًا أو في حالة اجتماعية تتطلب الدعم المالي.
هل يمكن للطلاب الدوليين العمل أثناء دراستهم في الجامعة؟,"نعم، ولكن يجب أن يحصلوا على تصريح عمل من الجهات المختصة في الأردن."
هل يسمح للطلاب بدراسة تخصص مزدوج في الجامعة الهاشمية؟,"نعم، يمكن للطلاب دراسة تخصص مزدوج بشرط أن توافق الجامعة على ذلك."
هل يوجد برنامج تبادل طلابي مع الجامعات الخارجية في الجامعة الهاشمية؟,"نعم، توفر الجامعة برامج تبادل طلابي مع عدد من الجامعات الدولية."
هل يمكن للطلاب الالتحاق بدورات تدريبية أثناء فترة الدراسة؟,"نعم، تشجع الجامعة الطلاب على الالتحاق بدورات تدريبية لزيادة فرص العمل المستقبلية."
هل يتم توفير سكن جامعي للطلاب الدوليين؟,"نعم، توفر الجامعة سكنًا جامعيًا للطلاب الدوليين وفقًا لتوفر الأماكن."
هل يمكن للطلاب التقديم للانتقال بين التخصصات بعد اجتياز سنة دراسية واحدة؟,"نعم، يمكن للطلاب التقديم للانتقال بشرط تحقيق المعايير الأكاديمية."
هل يُسمح للطلاب الذين أكملوا 75% من دراستهم بالانتقال إلى تخصص آخر؟,"نعم، يمكن للطلاب التقديم لتحويل تخصصاتهم بعد إتمام 75% من متطلبات دراستهم بشرط توافر الشروط الأكاديمية."
هل تُتاح للطلاب الفرصة لإجراء أبحاث خلال فترة دراستهم؟,"نعم، تشجع الجامعة الطلاب على إجراء أبحاث علمية بالتعاون مع الأساتذة في مجالات مختلفة."
هل يتوفر برنامج دراسات جزئية للطلاب؟,"نعم، يمكن للطلاب التسجيل في برامج دراسات جزئية حسب التخصص والشروط الجامعية."
هل يستطيع الطلاب الدوليون الحصول على تأشيرات دخول للدراسة في الجامعة؟,"نعم، يُمنح الطلاب الدوليون تأشيرات دراسية بموجب القوانين الأردنية."
هل يمكن للطلاب الذين يعانون من حالات صحية مزمنة الحصول على تسهيلات دراسية؟,"نعم، يمكن للطلاب الذين يعانون من حالات صحية مزمنة الحصول على تسهيلات أكاديمية بناءً على تقرير طبي."
هل يُسمح للطلاب بتقديم الامتحانات في وقت آخر بسبب ظروف خاصة؟,"نعم، يمكن للطلاب تقديم الامتحانات في وقت لاحق إذا كان لديهم مبررات خاصة تم الموافقة عليها."
هل يمكن للطلاب الذين تم فصلهم لأسباب أكاديمية العودة للجامعة؟,"نعم، يمكن للطلاب العودة بعد اجتياز اختبار تقييم أكاديمي أو تحسين أدائهم الأكاديمي."
هل يتم قبول الطلاب الحاصلين على شهادات بكاليريوس من جامعات غير معترف بها في الأردن؟,"لا، يجب أن تكون الشهادات صادرة من جامعة معترف بها وفقًا لوزارة التعليم العالي."
هل يُسمح للطلاب بتغيير التخصص بعد اجتياز السنة الأولى؟,"نعم، لكن بشرط أن يستوفي الطالب الشروط الأكاديمية المطلوبة للانتقال."
هل يسمح للطلاب الذين تم فصلهم أكاديميًا بالالتحاق بمؤسسات تعليمية أخرى؟,"نعم، يمكنهم التقديم لمؤسسات أخرى في حال كانت شروط القبول تتوافق مع مؤهلاتهم الأكاديمية."
هل تُقدم الجامعة منحًا دراسية خارجية للطلاب؟,"نعم، توفر الجامعة منحًا دراسية بالتعاون مع مؤسسات خارجية ودولية."
هل يتم تقويم الطلاب على أساس ممارسات عملية أم فقط على أساس الاختبارات النظرية؟,"يتم تقويم الطلاب بناءً على مزيج من الاختبارات النظرية، والممارسات العملية، والمشروعات الأكاديمية."
هل يمكن للطلاب استئناف دراستهم بعد فترة طويلة من التوقف؟,"نعم، يمكن للطلاب العودة لاستئناف دراستهم بعد فترة انقطاع بشرط استيفاء المتطلبات الأكاديمية المحدثة."
هل يسمح للطلاب الذين أكملوا برنامجًا في جامعة أخرى بالتسجيل في برامج الماجستير في الجامعة الهاشمية؟,"نعم، بشرط أن تكون لديهم خلفية أكاديمية متوافقة مع معايير الجامعة للقبول في الماجستير."
هل يوجد دعم لطلاب ذوي الاحتياجات الخاصة في الجامعة؟,"نعم، توفر الجامعة تسهيلات ودعماً لطلاب ذوي الاحتياجات الخاصة لضمان بيئة تعليمية مناسبة."
هل يُسمح للطلاب بتغيير التخصص في منتصف السنة الدراسية؟,"نعم، يمكن للطلاب التقديم لتغيير التخصص في منتصف السنة الدراسية بشرط استيفاء الشروط الأكاديمية."
هل يمكن للطلاب الذين أكملوا برنامجًا في الخارج أن يعادلوا موادهم الدراسية؟,"نعم، يمكنهم تقديم طلب معادلة للمواد الدراسية التي أتموها في الخارج وفقًا للأنظمة الأكاديمية."
هل يُسمح للطلاب الذين لم يكملوا الحد الأدنى من ساعات الدراسة بالانتقال إلى تخصص آخر؟,"لا، يجب على الطالب استكمال الحد الأدنى من الساعات الدراسية قبل التقديم للتحويل."
هل يُسمح للطلاب بتغيير موضوع بحث التخرج بعد بدء المشروع؟,"نعم، يمكن تغيير موضوع البحث بناءً على موافقة مشرف البحث."
هل يمكن للطلاب الحصول على إعفاء من الرسوم الدراسية في حالات اجتماعية خاصة؟,"نعم، توفر الجامعة إعفاءات من الرسوم الدراسية للطلاب الذين يثبتون حاجتهم بناءً على معايير اجتماعية محددة."
هل يتم السماح للطلاب بتكرار مادة دراسية فشلوا فيها؟,"نعم، يمكن للطلاب إعادة المواد الدراسية التي لم يحققوا فيها النجاح في مواعيد محددة."
هل يمكن للطلاب متابعة دراستهم بدوام جزئي في حال كانوا يعملون؟,"نعم، توفر الجامعة خيار الدراسة بدوام جزئي للطلاب الذين يعملون بدوام كامل أو جزئي."
هل يُسمح للطلاب المبتعثين من الخارج بتغيير تخصصاتهم في الجامعة؟,"نعم، ولكن يجب أن يتم ذلك وفقًا للاتفاقيات الموقعة مع الجهة المبتعثة."
هل يُسمح للطلاب في برامج الدراسات العليا بالتدريس كمساعدي تدريس؟,"نعم، يمكن للطلاب في برامج الدراسات العليا التقديم للعمل كمساعدي تدريس إذا كانوا مؤهلين لذلك."
هل توجد فرص تطوع للطلاب داخل الجامعة؟,"نعم، توفر الجامعة فرص تطوع في مختلف الأنشطة الطلابية والتعليمية."
هل يُسمح للطلاب الذين أكملوا سنتين دراسيتين في جامعة أخرى بالتسجيل في الجامعة الهاشمية؟,"نعم، يمكنهم التقديم للالتحاق بالجامعة مع تقديم شهاداتهم الأكاديمية من الجامعة الأخرى."
هل يمكن للطلاب الانتقال بين الجامعات الأردنية دون الحاجة للحصول على شهادة معادلة؟,"نعم، يمكن للطلاب الانتقال بين الجامعات الأردنية بشرط أن تتوافر شروط القبول في التخصص المطلوب."
هل تُقدّم الجامعة برامج خاصة للطلاب الذين يرغبون في دراسة تخصصات نادرة؟,"نعم، تقدم الجامعة برامج دراسات متخصصة في بعض التخصصات النادرة التي تحتاج إلى دعم خاص."
هل يُسمح للطلاب الدوليين بالالتحاق بالدورات الصيفية في الجامعة؟,"نعم، يمكن للطلاب الدوليين التقديم للالتحاق بالدورات الصيفية إذا كانوا مستوفين الشروط الأكاديمية."
هل يُسمح للطلاب المتفوقين أكاديميًا بالتقدم للمنح الدراسية داخل الجامعة؟,"نعم، توفر الجامعة منحًا دراسية للطلاب المتفوقين أكاديميًا في مختلف التخصصات."
هل يمكن اعتماد المجلات التي لا تتوافر فيها الشروط؟,"لا، يجب أن تتوافر جميع الشروط المحددة في تعليمات الجامعة لاعتماد المجلات."
هل يمكن للمؤتمرات التي لا توفر تحكيمًا علميًا أن تُعتمد في الجامعة؟,"لا، يجب أن تكون الأبحاث المقدمة للمؤتمر قد خضعت للتحكيم العلمي لكي يتم اعتمادها في الجامعة."
هل يمكن للباحثين تقديم أبحاثهم في المجلات التي تصدر عن مراكز بحوث غير جامعية؟,"نعم، يمكن للباحثين نشر أبحاثهم في المجلات التي تصدر عن مراكز بحوث بشرط أن تكون المجلة مستوفية للشروط المعتمدة."
هل هناك نوع من المؤتمرات غير المعتمدة في الجامعة؟,"نعم، المؤتمر يجب أن يلتزم بالشروط المحددة من قبل الجامعة مثل التحكيم العلمي ونشر الأبحاث في مجلات علمية معتمدة."
من هو الجهة المسؤولة عن وضع أسس المراقبة على الامتحانات في الجامعة الهاشمية؟,يتم وضع أسس المراقبة على الامتحانات من قبل مجلس عمداء الجامعة الهاشمية.
هل توجد تعليمات محددة للمراقبين أثناء الامتحانات؟,"نعم، هناك تعليمات للمراقبين يجب اتباعها لضمان سير الامتحانات بطريقة منظمة وشفافة."
متى تم إصدار تعليمات أسس المراقبة على الامتحانات؟,تم إصدار تعليمات أسس المراقبة على الامتحانات بموجب القرار رقم (1250/49/2013) بتاريخ 26/8/2013.
هل يتم تحديد أهداف المؤتمر العلمي في نشرات دعوته؟,"نعم، يجب أن يتم تحديد أهداف المؤتمر العلمي في نشرات دعوته الورقية أو الإلكترونية."
هل يشترط أن تكون البحوث المقدمة للمؤتمر من نفس الدولة التي ينظم فيها المؤتمر؟,"لا، يجب أن تحتوي المجلة على نسبة لا تقل عن 20% من الأبحاث غير المحلية."
ما هي شروط اعتماد المؤتمر العلمي العالمي في الجامعة الهاشمية؟,"يجب أن يكون للمؤتمر لجنة تحضيرية وعلمية، وأن يتم تحكيم الأبحاث المقدمة للمؤتمر، وأن يتم نشر الأبحاث في وقائع المؤتمر أو في مجلة علمية معتمدة."
هل يجب أن تكون الأبحاث المقدمة للمؤتمر محكمة؟,"نعم، يجب أن تكون الأبحاث المقدمة للمؤتمر قد خضعت للتحكيم الأكاديمي، ويجب أن يقدم الباحث ما يثبت ذلك."
هل من الضروري أن يُنظم المؤتمر من قبل جامعة أو معهد علمي؟,"نعم، يجب أن يُنظم المؤتمر من قبل جامعة أو معهد علمي أو جمعية علمية أو مركز بحوث."
هل المؤتمر يجب أن يكون متخصصًا في مجالات معرفية محددة؟,"نعم، يجب أن يكون المؤتمر متخصصًا في مجالات المعرفة الإنسانية أو الاجتماعية."
هل يتم نشر الأبحاث المقدمة للمؤتمر في كتاب خاص أو مجلة علمية؟,"نعم، يجب أن تُنشر الأبحاث في كتاب خاص بوقائع المؤتمر أو في عدد خاص من مجلة علمية معتمدة."
هل يتم قبول المؤتمرات التي تنظمها دور النشر العالمية؟,"نعم، يمكن قبول المؤتمرات التي تُنظمها دور نشر عالمية إذا توفرت فيها الشروط المطلوبة."
ما هي المجلات المعتمدة في الجامعة الهاشمية للنشر في الكليات الإنسانية؟,"تعتمد الجامعة المجلات التي تكون مصنفة في Thomson Reuters, Social Science Citation Index, Scopus، وEBSCOHOST."
هل المجلات المحلية في الأردن معتمدة للنشر في الجامعة الهاشمية؟,"نعم، المجلات المحلية التي تشرف عليها وزارة التعليم العالي والبحث العلمي في الأردن معتمدة للنشر."
ما هي الشروط اللازمة لاعتماد المجلات العلمية؟,"يجب أن تصدر المجلة عن جامعة أو معهد علمي أو اتحاد علمي مهني، وأن تكون لها هيئة تحرير متخصصة، وأن يتم تحكيم الأبحاث المقدمة لها."
هل يتم قبول المجلات التي تصدر بانتظام فقط؟,"نعم، المجلات التي تُقبل للنشر يجب أن تصدر بانتظام ولها تاريخ نشر موثق."
هل المجلات الإلكترونية تُقبل للنشر في الجامعة الهاشمية؟,"نعم، المجلات الإلكترونية التي تلتزم بالمعايير المعتمدة في الجامعة الهاشمية تُقبل للنشر."
ما هو التصنيف الذي يجب أن تكون عليه المجلات العالمية كي تُقبل للنشر؟,"يجب أن تكون المجلة مدرجة في تصنيفات مثل Thomson Reuters, SCOPUS، وEBSCOHOST."
هل المجلات التي تصدر عن جمعيات علمية معتمدة للنشر؟,"نعم، المجلات التي تصدر عن جمعيات علمية أو مراكز بحوث معتمدة إذا توفرت فيها الشروط."
ما هي الشروط التي يجب أن تلتزم بها المجلات العلمية المعتمدة للنشر؟,"يجب أن تحتوي المجلة على هيئة تحرير متخصصة، وأن يكون التحكيم سريًا وموضوعيًا، وأن يتم نشر الأبحاث بشكل منتظم."
هل يجب أن تمضي ثلاث سنوات على إصدار المجلة لكي يتم اعتمادها؟,"نعم، يجب أن تكون المجلة قد أصدرت على الأقل ثلاث سنوات لكي تُعتمد للنشر."
ما هو الحد الأدنى من الأبحاث غير المحلية الذي يجب أن تكون المجلة قد نشرته؟,يجب أن تحتوي المجلة على نسبة لا تقل عن 20% من الأبحاث غير المحلية.
ما هي الإجراءات التي يجب على هيئة التدريس في الجامعة الهاشمية اتباعها للحصول على الترقية وفقًا للهيئة التدريسية؟,"يجب على هيئة التدريس تقديم تقارير أكاديمية شاملة عن أعمالهم البحثية والتعليمية. يتم تقييم الأداء الأكاديمي على أساس البحث العلمي المنشور، التدريس، والإسهامات الأكاديمية الأخرى."
ما هي المتطلبات المتعلقة بالنقل الأكاديمي لأعضاء هيئة التدريس بين الكليات في الجامعة الهاشمية؟,"يشترط أن يكون هناك موافقة من اللجنة الأكاديمية المختصة، وألا يكون النقل قد يؤثر على سير العمل الأكاديمي في الكلية المستقبلة، ويجب تحقيق الكفاءة المطلوبة في التخصص الجديد."
هل توجد شروط خاصة للترقية بين الفئات الأكاديمية في الجامعة الهاشمية؟,"نعم، يشترط أن يكون عضو هيئة التدريس قد أكمل فترة زمنية معينة في الدرجة الأكاديمية السابقة، ولديه سجل حافل في البحث العلمي والنشر في المجلات المعتمدة، بالإضافة إلى تميز في التدريس والمشاركة الأكاديمية."
ما هي شروط الترقية لأعضاء هيئة التدريس في الجامعة الهاشمية في مجال البحوث والنشر؟,"يجب أن يكون البحث العلمي منشورًا في مجلات مصنفة عالميًا مثل Thomson Reuters أو SCOPUS، أو أن يكون في مجلات محلية معتمدة من وزارة التعليم العالي، بالإضافة إلى تقييم إيجابي من المحكمين"
ما هي الفئات التي تنتمي إليها المجلات العلمية المعتمدة للنشر في الجامعة الهاشمية؟,"المجلات المعتمدة تتوزع ضمن فئات مختلفة حسب التخصص: مجلات ضمن Thomson Reuters، SCOPUS، EBSCOHOST، Social Science Citation Index، وغيرها من الفئات المتقدمة حسب التصنيفات العالمية."
هل يتم اعتماد المجلات المحلية للنشر العلمي في الجامعة الهاشمية؟,"نعم، المجلات المحلية التي تشرف على إصدارها وزارة التعليم العالي والبحث العلمي في الأردن يتم اعتمادها للنشر العلمي في الجامعة الهاشمية إذا توافرت الشروط المتعلقة بنوعية التحكيم والنشر المنتظم."
ما هي الشروط اللازمة لاعتماد المجلات العربية للنشر في الجامعة الهاشمية؟,"يجب أن تصدر المجلة عن جامعة عربية ضمن أول 100 جامعة حسب تصنيف QS، وأن تحقق نسبة من البحوث غير المحلية لا تقل عن 20%، وأن تكون متخصصة في مجال أكاديمي معين ولها هيئة تحرير متخصصة."
هل تعتبر المجلات الإلكترونية المعتمدة معادلة للمجلات الورقية للنشر في الجامعة الهاشمية؟,"نعم، المجلات الإلكترونية التي تتوافر فيها معايير الجودة والنشر المنتظم وحماية حقوق الملكية الفكرية، يمكن اعتبارها معادلة للمجلات الورقية في الجامعة الهاشمية، شريطة توافر كافة الشروط المطلوبة."
ما هي الشروط التي يجب أن تتوافر في المؤتمر العلمي العالمي ليتم اعتماده في الجامعة الهاشمية؟,"يجب أن يكون المؤتمر له لجنة تحضيرية وتنظيمية، لجنة علمية لتحكيم البحوث، وأن ينشر البحث كاملاً في كتاب خاص بوقائع المؤتمر أو في مجلة علمية معتمدة. يجب أيضًا أن يكون متخصصًا في مجال المعرفة الاجتماعية أو الإنسانية."
هل يجب أن يتم تحكيم البحوث المقدمة للمؤتمرات العلمية في الجامعة الهاشمية؟,"نعم، يجب أن يتم تحكيم البحوث المقدمة للمؤتمر من قبل محكمين متخصصين، ويجب على الباحث تقديم ملاحظات المحكمين التي تثبت ذلك."
هل يتم نشر البحوث المقدمة في المؤتمرات العلمية في الجامعة الهاشمية؟,"نعم، يجب أن يتم نشر البحث كاملاً إما في كتاب خاص بوقائع المؤتمر (ورقياً أو إلكترونياً) أو في عدد خاص من مجلة علمية معتمدة."
ما هي المجلات العلمية المعتمدة في التخصصات الإنسانية وفقًا للجامعة الهاشمية؟,"المجلات المعتمدة هي تلك المدرجة في التصنيفات العالمية مثل Thomson Reuters (ISI)، SCOPUS، EBSCOHOST/Current Abstract، EconLit، وغيرها من المجلات المتخصصة في العلوم الاجتماعية والإنسانية."
