Question,Answer
هل يتم منح مكافآت للموظفين الذين يساهمون في تطوير النظام الأكاديمي للجامعة؟,"نعم، يتم منح مكافآت بناءً على قيمة الإسهام في التطوير."
ما هي العلاوة التي يتقاضاها الموظف من الدرجة الثالثة في حال تغيير مهام عمله؟,30 دينار شهريًا.
هل يتم منح مكافآت للمحاضرين الذين يعملون في تخصصات نادرة؟,"نعم، تُمنح مكافآت إضافية للمحاضرين في التخصصات النادرة."
ما هي قيمة المكافأة التي يحصل عليها الموظف عند حصوله على شهادة تقدير؟,50 دينار.
هل يتقاضى موظفو الجامعة مكافآت عن الابتكار الأكاديمي؟,"نعم، يتم منح مكافآت استنادًا إلى المشاريع المبتكرة."
ما هي العلاوة التي يحصل عليها عضو هيئة التدريس الذي يشارك في تدريس المواد العملية؟,15 دينار لكل ساعة تدريس.
هل يتم تحديد المكافآت بناءً على الدور الذي يؤديه الموظف في اللجنة الأكاديمية؟,"نعم، يتم منح المكافآت بناءً على مسؤوليات اللجنة الأكاديمية."
ما هي المكافآت التي يتقاضاها المحاضرون الذين يدرّسون مواد صعبة؟,يتم منحهم مكافآت إضافية وفقًا لصعوبة المادة وعدد الطلاب
ما هي العلاوة التي يتقاضاها عضو هيئة التدريس عند حصوله على درجة أستاذ مساعد؟,100 دينار شهريًا.
هل يتم صرف مكافآت للموظفين الذين يتولون مهام إشرافية على اللجان؟,"نعم، يتم صرف مكافآت استنادًا إلى طبيعة المهام الإشرافية."
ما هي العلاوة التي يحصل عليها موظف عند ترقيته إلى الدرجة الثانية؟,20 دينار شهريًا.
هل يحصل أعضاء هيئة التدريس على مكافآت عند إجراء دراسات بحثية مبتكرة؟,"نعم، تُمنح مكافآت استنادًا إلى فائدة البحث ونتائجه."
هل يتم منح مكافآت للمحاضرين الذين يشاركون في المؤتمرات المحلية؟,"نعم، يتم منح مكافآت بناءً على حجم المشاركة ومدى تأثير المؤتمر."
هل يتم منح مكافآت لمن يساهم في تدريب الطلاب على المشاريع البحثية؟,"نعم، يتم منح مكافآت بناءً على نوع التدريب ومدى فعاليته."
ما هي العلاوة التي يحصل عليها عضو هيئة التدريس عند مشاركته في تدريب الموظفين؟,50 دينار شهريًا.
هل يحصل الموظفون الذين يشرفون على فرق العمل البحثية على مكافآت إضافية؟,"نعم، يتم منح مكافآت استنادًا إلى حجم ونجاح الفرق البحثية."
هل يتم صرف مكافآت للمحاضرين الذين يدرسون خارج المواعيد الرسمية؟,"نعم، يتم منح مكافآت استنادًا إلى عدد الساعات الإضافية."
ما هي العلاوة التي يتقاضاها عضو هيئة التدريس الذي يشارك في إدارة برامج الدراسات العليا؟,200 دينار شهريًا.
هل يتم صرف مكافآت للأعضاء الذين يساهمون في تطوير المناهج الدراسية؟,"نعم، تُمنح مكافآت بناءً على جهد الموظف في تطوير المناهج."
هل يحصل عضو هيئة التدريس على مكافآت عند تدريس مواد نظرية وعملية؟,"نعم، يتم منح مكافآت وفقًا لنوع المادة وعدد ساعات التدريس."
هل يتم منح مكافآت لمن يشارك في مؤتمرات دولية؟,"نعم، يتم منح مكافآت للمشاركة في المؤتمرات الدولية والفعاليات الأكاديمية."
ما هي العلاوة التي يحصل عليها عضو هيئة التدريس الذي يقوم بمهمة إشراف على الأطروحات العلمية؟,150 دينار لكل أطروحة إشرافية.
هل يُصرف مكافآت إضافية للأعضاء الذين يشاركون في تحكيم الأبحاث العلمية؟,"نعم، يتم منح مكافآت بناءً على عدد الأبحاث التي يتم تحكيمها."
هل يتم منح مكافآت للأعضاء الذين يشاركون في تأسيس أو تطوير البرامج الأكاديمية؟,"نعم، يتم منح مكافآت بناءً على المساهمة في التطوير الأكاديمي."
هل يحصل الموظف الذي يشرف على مشروع تخرج على مكافآت إضافية؟,"نعم، يتم منح مكافآت استنادًا إلى المسؤولية وحجم المشروع."
ما هي العلاوة التي يحصل عليها موظف في حالة استلامه لواجبات إدارية جديدة؟,100 دينار شهريًا.
هل يتم منح مكافآت للأعضاء الذين يشاركون في تطوير نظام إدارة التعلم؟,"نعم، تُمنح مكافآت استنادًا إلى دور الموظف في تطوير النظام."
ما هي العلاوة التي يحصل عليها الموظف عند مشاركته في إدارة نظام التعلم الإلكتروني؟,80 دينار شهريًا.
هل يتم تحديد المكافآت بناءً على سنوات الخبرة الأكاديمية؟,"نعم، يتم منح مكافآت استنادًا إلى سنوات الخبرة والتطوير المهني."
هل يحصل موظف من الدرجة الثالثة على مكافآت إضافية عند ترقيته؟,"نعم، يحصل على علاوة ترقيه قيمتها 25 دينار شهريًا."
ما هي العلاوة التي يحصل عليها عضو هيئة التدريس الذي يشغل منصب مشرف على قسم دراسات؟,100 دينار شهريًا.
هل يتم منح مكافآت لمن يشارك في تطوير المناهج الجامعية التخصصية؟,"نعم، تُمنح مكافآت استنادًا إلى دور الموظف في تطوير المناهج."
هل يحصل المحاضرون الذين يدرسون في تخصصات علمية نادرة على مكافآت؟,"نعم، يحصل المحاضرون على مكافآت خاصة إذا كانت التخصصات نادرة."
ما هي العلاوة التي يحصل عليها الموظف عند قيامه بتدريب وتطوير المهارات لدى الموظفين الجدد؟,50 دينار شهريًا.
هل يحصل الموظفون في الجامعات الحكومية على مكافآت عن تقديم المشروعات البحثية؟,"نعم، تُصرف المكافآت حسب نوع البحث وحجمه."
ما هي العلاوة التي يحصل عليها الموظف إذا تمت ترقيته في الفترة الأولى؟,40 دينار شهريًا.
هل يحصل الموظفون الذين يتعاونون مع الجامعات الدولية على مكافآت؟,"نعم، يتم منح مكافآت للمشاركين في المشاريع الدولية."
هل يتم منح مكافآت لأعضاء هيئة التدريس الذين يتعاونون مع مؤسسات أكاديمية أخرى؟,"نعم، يُمنح الأعضاء مكافآت بناءً على التعاون والمشاركة في المشاريع المشتركة."
ما هي العلاوة التي يحصل عليها موظف من الدرجة الخامسة في حال ترقيته؟,30 دينار شهريًا.
هل يتم منح مكافآت للموظفين الذين يشاركون في إعداد تقارير أكاديمية سنوية؟,"نعم، يتم منح مكافآت بناءً على جهد الموظف في إعداد التقارير"
ما هي تسمية التعليمات التي تم إصدارها؟,تعليمات مركز الدراسات البيئية في الجامعة الهاشمية
بموجب أي مادة تم إصدار هذه التعليمات؟,المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003
متى يبدأ العمل بهذه التعليمات؟,اعتبارًا من تاريخ صدورها
"ما هو المقصود بـ ""الجامعة"" في هذه التعليمات؟",الجامعة الهاشمية
"ما هو المقصود بـ ""المركز"" في هذه التعليمات؟",مركز الدراسات البيئية في الجامعة الهاشمية
"من هو ""الرئيس"" في هذه التعليمات؟",رئيس الجامعة
"من هو ""المدير"" في هذه التعليمات؟",مدير المركز
من يرتبط المركز إداريًا؟,يرتبط المركز إداريًا برئيس الجامعة
ما هي المهام التي يتولاها المركز؟,إجراء البحوث والدراسات وتقديم الاستشارات
هل المركز يساهم في مساعدة أعضاء هيئة التدريس؟,"نعم، يساعد أعضاء هيئة التدريس في إجراء بحوثهم"
هل يتعاون المركز مع جهات خارجية؟,"نعم، يتعاون مع جهات داخلية وخارجية"
هل يتطلب المركز مكافآت مالية للباحثين؟,"نعم، يُوصى بتكليف الباحثين بمهمات بحثية لقاء مكافآت مالية"
من يتشكل مجلس المركز؟,يتشكل من أعضاء يتم اختيارهم من داخل الجامعة و/أو خارجها
من هو المدير في المجلس؟,المدير هو أحد أعضاء المجلس
ما هي مهام المجلس؟,تأمين مصادر الدعم المالي للمركز
من يوافق على الهيكل التنظيمي للمركز؟,يُرفع الهيكل التنظيمي إلى مجلس العمداء لإقراره
من يناقش برنامج عمل المركز؟,يناقش برنامج العمل المجلس ويُرفع إلى مجلس العمداء
من يتولى مناقشة مشروع ميزانية المركز؟,يناقش المجلس مشروع ميزانية المركز
من يوافق على الميزانية؟,تُرفع الميزانية إلى الجهات المختصة في الجامعة لإقرارها
من يراجع التقرير السنوي للمركز؟,يناقش المجلس التقرير السنوي للمركز
من يعرض أمورًا إضافية على المجلس؟,يعرض رئيس المجلس الأمور ذات الصلة بأهداف المركز
من هو المسؤول عن إعداد مشروع الميزانية السنوية للمركز؟,مدير المركز
من يعرض الهيكل التنظيمي وبرنامج العمل على المجلس؟,مدير المركز
من يعد التقرير السنوي عن أعمال المركز؟,مدير المركز
من يرفع التقرير السنوي للمجلس؟,مدير المركز
من يقوم بالاتصال بالجهات المعنية لتفعيل دور المركز؟,مدير المركز
من يتولى تطوير عمل المركز وتحسين أدائه؟,مدير المركز
من ينفذ القرارات الصادرة عن المجلس؟,مدير المركز
من يتولى متابعة القرارات الصادرة عن المجلس؟,مدير المركز
من يبت في الحالات التي لم يرد عليها نص في هذه التعليمات؟,الرئيس
من يتحمل مسؤولية تنفيذ أحكام هذه التعليمات؟,الرئيس والمدير مسؤولان عن التنفيذ
ما هي المادة التي تصدر بموجبها هذه التعليمات؟,المادة (8) من نظام المراكز العلمية
من يرفع تقرير المجلس السنوي؟,يتم رفع التقرير السنوي من قبل مدير المركز
هل يمكن أن يتم تكليف باحثين من خارج الجامعة؟,"نعم، يمكن تكليف باحثين من داخل أو خارج الجامعة"
هل تُصرف مكافآت مالية للباحثين؟,"نعم، يتم صرف مكافآت مالية للباحثين وفقًا للإجراءات المعمول بها"
من يتولى المسؤولية عن تأمين دعم مالي للمركز؟,المجلس يتولى تأمين مصادر الدعم المالي للمركز
هل يتطلب المركز تقديم استشارات من داخل الجامعة فقط؟,"لا، يمكن أن تكون الاستشارات من داخل أو خارج الجامعة"
من يتولى تحديد الهيكل التنظيمي للمركز؟,المجلس يناقش الهيكل التنظيمي للمركز
ما هو الهدف الأساسي للمركز؟,إجراء البحوث والدراسات البيئية وتقديم الاستشارات
هل يُطلب من المركز رفع خطط عمل إلى مجلس العمداء؟,"نعم، يتم رفع خطط العمل إلى مجلس العمداء لإقرارها"
من يتولى إعداد وتقديم التقرير السنوي؟,مدير المركز يتولى إعداد التقرير السنوي
من يقوم بمراجعة أية تعديلات على الهيكل التنظيمي للمركز؟,يناقش المجلس التعديلات المقترحة على الهيكل التنظيمي
هل يتم صرف مكافآت للباحثين بناءً على المهام البحثية؟,"نعم، يتم صرف مكافآت مالية بناءً على المهام البحثية"
هل تشمل المهام الإدارية للمركز القيام بالدراسات البيئية فقط؟,"لا، تشمل المهام أيضًا تقديم الاستشارات وتنفيذ الأبحاث"
هل يتم تنفيذ القرارات الصادرة عن المجلس من قبل شخص آخر غير المدير؟,"لا، المدير هو من ينفذ القرارات الصادرة عن المجلس"
من يقدم الدعم المالي للمركز؟,يتعين على المجلس تأمين مصادر الدعم المالي للمركز
هل يشارك مدير المركز في جميع الاجتماعات؟,"نعم، المدير يشارك في جميع الاجتماعات والمناقشات داخل المجلس"
هل تشمل مهام المجلس مناقشة تقرير المركز السنوي؟,"نعم، يتولى المجلس مناقشة التقرير السنوي للمركز"
من يقوم بمراجعة الميزانية قبل إرسالها للجهات المختصة؟,يناقش المجلس مشروع الميزانية قبل رفعه إلى الجهات المختصة
هل المركز يقدم الاستشارات البيئية فقط؟,"لا، المركز يقدم استشارات بيئية بالإضافة إلى إجراء بحوث ودراسات"
هل يعرض المجلس خطط العمل للمركز على مجلس العمداء؟,"نعم، يتم رفع خطط العمل إلى مجلس العمداء لإقرارها"
هل يمكن للمركز القيام بأبحاث خارجية بشكل مستقل؟,"نعم، يمكن أن يشارك المركز في أبحاث خارجية بموافقة المجلس"
هل يشرف المجلس على تقييم أداء المركز؟,"نعم، المجلس يتابع ويراجع أداء المركز"
هل يقوم المركز بإجراء البحوث البيئية الخاصة بالجامعة فقط؟,"لا، المركز يقوم بأبحاث داخلية وخارجية أيضًا"
هل يمكن إجراء أبحاث بيئية من خلال التعاون مع الجامعات الأخرى؟,"نعم، يمكن أن يتم التعاون مع الجامعات الأخرى في الأبحاث البيئية"
من يقر القرارات المتعلقة بتطوير عمل المركز؟,الرئيس والمدير مسؤولان عن تطوير عمل المركز
هل يمكن للمركز أن يحقق أهدافه بدون دعم مالي خارجي؟,"من غير المحتمل، لأن المركز يحتاج إلى دعم مالي لتحقيق أهدافه"
من الذي يحدد مدى فعالية التقارير السنوية للمركز؟,يتم تحديد فعالية التقارير من قبل المجلس
هل مدير المركز مسؤول عن تنفيذ استراتيجيات البحث؟,"نعم، المدير مسؤول عن تنفيذ استراتيجيات البحث في المركز"
ما هو دور المجلس في تطوير وتوجيه عمل المركز؟,المجلس يحدد الخطط ويؤمن التمويل ويوجه العمل وفقًا للأهداف المحددة
ما اسم التعليمات الواردة في النص؟,تعليمات مركز الدراسات البيئية في الجامعة الهاشمية
متى يبدأ العمل بهذه التعليمات؟,اعتباراً من تاريخ صدورها.
"ماذا تعني كلمة ""الجامعة"" في هذه التعليمات؟",تعني الجامعة الهاشمية.
"ماذا تعني كلمة ""المركز"" في هذه التعليمات؟",تعني مركز الدراسات البيئية في الجامعة الهاشمية.
"من هو ""الرئيس"" في هذه التعليمات؟",الرئيس هو رئيس الجامعة.
"من هو ""المدير"" في هذه التعليمات؟",المدير هو مدير المركز.
بموجب أي قانون تم إصدار هذه التعليمات؟,تم إصدارها بموجب المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003.
هل المركز يتبع الجامعة بشكل إداري؟,"نعم، المركز يعد وحدة من وحدات الجامعة ويرتبط إدارياً برئيس الجامعة."
ما هي المسؤوليات الأساسية للمركز؟,"إجراء البحوث والدراسات وتقديم الاستشارات، ومساعدة أعضاء هيئة التدريس في إجراء بحوثهم."
هل يسمح المركز بتكليف الباحثين من داخل الجامعة؟,"نعم، يمكن تكليف الباحثين من داخل الجامعة أو خارجها للقيام بمهمات بحثية مقابل مكافآت مالية."
من يتشكل من أعضاء المجلس؟,"المجلس يتشكل من أعضاء يتم اختيارهم من داخل الجامعة أو خارجها، ويكون المدير من بينهم."
ما هي مهمة المجلس في المركز؟,"تأمين مصادر الدعم المالي للمركز، مناقشة الهيكل التنظيمي، ورفع برامج عمل المركز."
هل يقوم المجلس بمناقشة الميزانية؟,"نعم، يناقش المجلس مشروع ميزانية المركز ورفعه إلى الجهات المختصة لإقراره."
هل يتضمن مهام المجلس أيضًا مناقشة التقرير السنوي؟,"نعم، يناقش المجلس التقرير السنوي للمركز."
ماذا يفعل مدير المركز؟,"يقوم مدير المركز بإعداد الميزانية السنوية، الهيكل التنظيمي، وبرنامج عمل المركز، بالإضافة إلى إعداد التقرير السنوي."
من الذي يقوم بتطوير عمل المركز وتحسين أدائه؟,المدير يتولى تطوير عمل المركز وتحسين أدائه لتحقيق أهدافه.
هل يقوم المدير باتصال مع الجهات المعنية؟,"نعم، المدير يتصل بالجهات المعنية داخل الجامعة وخارجها لتفعيل دور المركز."
من يتحمل مسؤولية تنفيذ التعليمات؟,الرئيس والمدير مسؤولان عن تنفيذ أحكام هذه التعليمات.
ما هي صلاحية الرئيس في الحالات غير الواردة في التعليمات؟,يبت الرئيس في الحالات التي لم يرد عليها نص في هذه التعليمات والحالات التي قد تنشأ عن تطبيقها.
من يقوم بإعداد تقرير سنوي عن أعمال المركز؟,يقوم مدير المركز بإعداد التقرير السنوي عن أعمال المركز ونشاطاته.
هل يتم تعديل الهيكل التنظيمي للمركز؟,"نعم، يناقش المجلس مشروع الهيكل التنظيمي للمركز ويجري تعديلات عليه بما يخدم أهدافه."
من يرفع برنامج عمل المركز إلى مجلس العمداء؟,المجلس يرفع برنامج عمل المركز إلى مجلس العمداء لإقراره.
ماذا يتولى مدير المركز في ما يتعلق بتطوير عمل المركز؟,يتولى مدير المركز تطوير عمل المركز وتحسين أدائه لتحقيق أهدافه وغاياته.
من يتحمل مسؤولية تنفيذ القرارات الصادرة عن المجلس؟,مدير المركز يتولى تنفيذ القرارات الصادرة عن المجلس.
من يرفع ميزانية المركز إلى الجهات المختصة في الجامعة؟,المجلس يرفع مشروع ميزانية المركز إلى الجهات المختصة في الجامعة لإقرارها.
هل يتعاون المركز مع المجتمع المحلي؟,"نعم، يسعى مدير المركز للتواصل مع الجهات المعنية داخل الجامعة وخارجها لتفعيل دور المركز وتقديم خدماته لمختلف شرائح المجتمع المحلي."
ما هي المادة التي تم إصدار التعليمات بموجبها؟,تم إصدار التعليمات بموجب المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003.
من هو المسئول عن إعداد الهيكل التنظيمي للمركز؟,مدير المركز هو المسئول عن إعداد الهيكل التنظيمي للمركز.
هل يتولى المركز إجراء بحوث ودراسات؟,"نعم، المركز يتولى إجراء البحوث والدراسات وتقديم الاستشارات من داخل الجامعة أو خارجها."
هل يجوز للمركز تكليف باحثين من خارج الجامعة؟,"نعم، يمكن للمركز تكليف الباحثين من خارج الجامعة لتنفيذ مهام بحثية مقابل مكافآت مالية."
من يتولى متابعة تنفيذ القرارات في المركز؟,مدير المركز يتولى متابعة تنفيذ القرارات الصادرة عن المجلس.
ماذا يتضمن التقرير السنوي للمركز؟,التقرير السنوي يتضمن أعمال المركز ونشاطاته.
هل يقوم المجلس بمراجعة الهيكل التنظيمي؟,"نعم، المجلس يقوم بمراجعة الهيكل التنظيمي للمركز وإجراء أية تعديلات عليه."
هل هناك خطة عمل محددة للمركز؟,"نعم، يتم إعداد برنامج عمل المركز وخطته وعرضها على المجلس."
من يرفع التقرير السنوي للمجلس؟,مدير المركز يرفع التقرير السنوي عن أعمال المركز للمجلس.
هل يعرض المجلس أي تقارير على الجهات المختصة؟,"نعم، المجلس يعرض التقارير مثل التقرير السنوي وميزانية المركز على الجهات المختصة في الجامعة لإقرارها."
ماذا يفعل المدير بعد إعداد الهيكل التنظيمي؟,"بعد إعداد الهيكل التنظيمي، يقوم المدير بعرضه على المجلس."
هل تتعلق مهام المجلس بتأمين مصادر دعم مالي للمركز؟,"نعم، المجلس يعمل على تأمين مصادر الدعم المالي للمركز لتمكينه من تحقيق أهدافه."
هل يستطيع المركز تقديم الاستشارات من خارج الجامعة؟,"نعم، المركز يقدم الاستشارات من داخل الجامعة أو خارجها."
هل يساهم المركز في تحسين البيئة الأكاديمية في الجامعة؟,"نعم، يساهم المركز في تحسين البيئة الأكاديمية في الجامعة من خلال البحوث والدراسات."
هل يتبع المركز نظامًا تنظيميًا ثابتًا؟,"نعم، يتم إعداد هيكل تنظيمي للمركز وتعديله وفقًا لما يخدم أهدافه."
هل يشمل عمل المركز جوانب تعليمية؟,"نعم، يشمل عمل المركز مساعدة أعضاء هيئة التدريس في إجراء بحوثهم وفق شروط إدارية ومالية."
هل يحتاج المركز إلى ميزانية سنوية؟,"نعم، المركز يحتاج إلى إعداد ميزانية سنوية لتمويل أنشطته."
هل يستطيع المركز تقديم خدماته للمجتمع المحلي؟,"نعم، يسعى المركز إلى تقديم خدماته لمختلف شرائح المجتمع المحلي."
هل يحدد التعليمات مهام الرئيس؟,"نعم، يحدد التعليمات مهام الرئيس مثل البت في الحالات التي لم يرد عليها نص في التعليمات."
هل يمكن تعديل هذه التعليمات؟,"التعليمات قابلة للتعديل من قبل المسؤولين المختصين داخل الجامعة، لكن النص لا يحدد التفاصيل."
من يتخذ القرارات في الحالات التي لم يرد عليها نص في التعليمات؟,الرئيس يتخذ القرارات في الحالات التي لم يرد عليها نص في التعليمات.
هل تشمل هذه التعليمات أفراد من خارج الجامعة؟,"نعم، يمكن أن يشمل المجلس أفرادًا من خارج الجامعة."
من يقوم بتنفيذ القرارات الخاصة بالمركز؟,المدير هو المسئول عن تنفيذ القرارات الخاصة بالمركز.
هل التعليمات تتعلق بالمركز فقط؟,"نعم، هذه التعليمات خاصة بمركز الدراسات البيئية في الجامعة الهاشمية."
هل تتضمن التعليمات آلية لتقييم الأداء؟,التعليمات تتضمن آليات لتحسين أداء المركز من خلال متابعة تنفيذ القرارات والتواصل مع الجهات المعنية.
هل يتخذ المجلس قرارات بشأن الميزانية؟,"نعم، يناقش المجلس مشروع ميزانية المركز ويفصل فيها."
هل يعتبر المركز جزءًا من الجامعة الهاشمية؟,"نعم، المركز هو وحدة من وحدات الجامعة الهاشمية"
ما هو اسم التعليمات التي تتعلق بمركز الدراسات البيئية في الجامعة الهاشمية؟,تعليمات مركز الدراسات البيئية في الجامعة الهاشمية
بموجب أي مادة تم إصدار تعليمات مركز الدراسات البيئية؟,بموجب المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003
متى يتم العمل بتعليمات مركز الدراسات البيئية في الجامعة الهاشمية؟,اعتباراً من تاريخ صدورها
"ما هو المعنى المقصود بكلمة ""الجامعة"" في هذه التعليمات؟",الجامعة الهاشمية
"ما هو المعنى المقصود بكلمة ""المركز"" في هذه التعليمات؟",مركز الدراسات البيئية في الجامعة الهاشمية
"من هو ""الرئيس"" في هذه التعليمات؟",رئيس الجامعة
"ما هو المعنى المقصود بكلمة ""المجلس"" في هذه التعليمات؟",مجلس المركز
"من هو ""المدير"" في هذه التعليمات؟",مدير المركز
ما هي الوحدة التي يرتبط بها مركز الدراسات البيئية؟,يرتبط إدارياً برئيس الجامعة
مع من يرتبط مركز الدراسات البيئية إدارياً؟,يرتبط إدارياً برئيس الجامعة
ما هو دور المركز في إجراء البحوث والدراسات؟,المركز يقوم بإجراء البحوث والدراسات وتقديم الاستشارات من داخل الجامعة أو خارجها
هل يساعد المركز أعضاء هيئة التدريس في إجراء بحوثهم؟,"نعم، يساعد المركز أعضاء هيئة التدريس في إجراء بحوثهم"
هل يحق للمركز توجيه الباحثين من داخل أو خارج الجامعة للقيام بمهمات بحثية؟,"نعم، المركز يوصي بتكليف الباحثين من داخل الجامعة أو خارجها"
ما هي المكافآت التي تصرف للباحثين المكلفين بمهمات بحثية؟,تصرف مكافآت مالية للباحثين تبعاً للإجراءات المعمول بها في الجامعة
من يتم اختيارهم لتشكيل مجلس المركز؟,أعضاء يتم اختيارهم من داخل الجامعة أو خارجها
من هو مدير المركز؟,المدير هو أحد أعضاء مجلس المركز ويتم اختياره من بينهم
ما هو دور المجلس في تأمين مصادر الدعم المالي؟,المجلس يعمل على تأمين مصادر الدعم المالي للمركز لتمكينه من تحقيق أهدافه
ماذا يناقش المجلس في اجتماعاته؟,"يناقش مشروع الهيكل التنظيمي للمركز وبرنامج عمله وميزانيته، بالإضافة إلى التقرير السنوي للمركز"
من يقوم برفع مشروع هيكل المركز إلى مجلس العمداء؟,المجلس يرفع مشروع الهيكل التنظيمي للمركز إلى مجلس العمداء
من يناقش ميزانية المركز ويرفعها إلى الجهات المختصة؟,المجلس يناقش ميزانية المركز ويرفعها إلى الجهات المختصة في الجامعة
ما هو دور المدير في إعداد الميزانية؟,المدير يعد مشروع الميزانية السنوية للمركز ويعرضه على المجلس
من يقوم بإعداد الهيكل التنظيمي للمركز؟,مدير المركز يعد الهيكل التنظيمي وبرنامج عمل المركز
من يقوم بإعداد التقرير السنوي للمركز؟,مدير المركز يعد التقرير السنوي عن أعمال المركز ونشاطاته
ما هو دور المدير في التواصل مع الجهات المعنية؟,المدير يتصل بالجهات المعنية داخل الجامعة وخارجها لتفعيل دور المركز وتقديم خدماته للمجتمع المحلي
ما هو دور المدير في تحسين أداء المركز؟,المدير يطور عمل المركز ويعمل على تحسين أدائه لتحقيق أهدافه وغاياته
من يتولى تنفيذ القرارات الصادرة عن المجلس؟,المدير يتولى تنفيذ القرارات الصادرة عن المجلس ومتابعتها
من يبت في الحالات التي لم يرد عليها نص في التعليمات؟,الرئيس يبت في الحالات التي لم يرد عليها نص في التعليمات
من يتحمل المسؤولية في تنفيذ التعليمات؟,الرئيس والمدير مسؤولان عن تنفيذ أحكام هذه التعليمات
ماذا يتولى المركز القيام به بجانب إجراء البحوث؟,المركز يتولى تقديم الاستشارات ومساعدة أعضاء هيئة التدريس في إجراء بحوثهم
هل المركز يعمل على تطوير برامج ومشاريع بحثية؟,"نعم، المركز يوصي بتكليف الباحثين للقيام بمهمات بحثية"
هل يمكن للمركز توظيف باحثين من خارج الجامعة؟,"نعم، المركز يمكنه توظيف باحثين من داخل أو خارج الجامعة"
ما هي الإجراءات التي يجب اتباعها لصرف المكافآت المالية للباحثين؟,المكافآت تصرف وفقاً للإجراءات المعمول بها في الجامعة
ما هي الجهة التي يرفع إليها المجلس تقريره السنوي؟,يرفع المجلس التقرير السنوي إلى رئيس المجلس
كيف يتم تحديد ميزانية المركز؟,المجلس يناقش مشروع ميزانية المركز ويرفعها إلى الجهات المختصة في الجامعة لإقرارها
هل يمكن تعديل الهيكل التنظيمي للمركز؟,"نعم، يمكن للمجلس إجراء تعديلات على الهيكل التنظيمي للمركز"
من الذي يعد التقرير السنوي للمركز؟,المدير يعد التقرير السنوي عن أعمال المركز ونشاطاته
"ماذا يعني مصطلح ""الهيكل التنظيمي"" في سياق هذه التعليمات؟",الهيكل التنظيمي هو طريقة ترتيب وتنظيم المركز لتحقيق أهدافه
ما هي الجهة التي يجب رفع خطة عمل المركز إليها؟,يجب رفع خطة عمل المركز إلى مجلس العمداء لإقرارها
من يتولى مهمة تنفيذ قرارات المجلس؟,المدير يتولى تنفيذ قرارات المجلس
ماذا يجب على المجلس مناقشته بجانب برنامج عمل المركز؟,يجب على المجلس مناقشة مشروع الهيكل التنظيمي للمركز
كيف يتم تحسين أداء المركز؟,يتم تحسين أداء المركز من خلال تطوير عمله لتحقيق أهدافه
ما هي مصادر الدعم المالي التي يسعى المركز لتأمينها؟,يسعى المجلس لتأمين مصادر الدعم المالي للمركز لتحقيق أهدافه
هل يمكن للمركز العمل مع جهات خارجية؟,"نعم، يمكن للمركز التعاون مع جهات خارجية لتقديم خدماته"
هل يتم صرف مكافآت مالية للباحثين؟,"نعم، يتم صرف مكافآت مالية للباحثين من داخل أو خارج الجامعة"
ما هي المسؤوليات الرئيسية للمجلس؟,"تشمل المسؤوليات الرئيسية تأمين الدعم المالي، مناقشة الهيكل التنظيمي، وميزانية المركز، والتقرير السنوي"
هل يتطلب المركز الدعم المالي لتحقيق أهدافه؟,"نعم، يحتاج المركز إلى الدعم المالي لتحقيق أهدافه"
من يقوم بتقديم الخدمات للمجتمع المحلي؟,مدير المركز يقوم بالاتصال بالجهات المعنية لتقديم خدمات المركز للمجتمع المحلي
من يتولى رفع مشروع الميزانية السنوية للمركز؟,المدير يعد مشروع الميزانية السنوية ويعرضه على المجلس
ماذا يناقش المجلس من الأمور ذات الصلة بأهداف المركز؟,يناقش المجلس أي أمور أخرى تتعلق بأهداف المركز يعرضها عليه رئيس المجلس
هل هناك نصوص تحدد المهام في حالات جديدة؟,الرئيس يبت في الحالات التي لم يرد عليها نص في التعليمات
ماذا يحدث إذا كانت هناك تعديلات على الهيكل التنظيمي للمركز؟,المجلس يناقش ويقوم بإجراء التعديلات التي تخدم أهداف المركز
هل يمكن للمجلس تعديل مشروع الميزانية؟,"نعم، يمكن للمجلس تعديل مشروع الميزانية ورفعه إلى الجهات المختصة"
من يتولى متابعة تنفيذ القرارات الصادرة عن المجلس؟,المدير يتولى متابعة تنفيذ القرارات الصادرة عن المجلس
ما هي المسؤوليات التي يتولاها مدير المركز؟,"تشمل إعداد الميزانية، الهيكل التنظيمي، التقرير السنوي، تحسين الأداء وتنفيذ القرارات"
من يجب أن يرفع تقرير المركز السنوي؟,المدير هو الذي يرفع التقرير السنوي للمجلس
هل يحق للرئيس التدخل في الحالات غير الواضحة في التعليمات؟,"نعم، يحق للرئيس التدخل في الحالات التي لم يرد عليها نص في التعليمات"
هل يتم تحديد مكافآت للباحثين وفق تعليمات خاصة؟,"نعم، تصرف المكافآت وفق الإجراءات المعمول بها في الجامعة"
من يرفع تقرير المركز السنوي إلى الجهات المختصة؟,المجلس يرفع التقرير السنوي إلى الجهات المختصة في الجامعة
هل يحق للمجلس تعديل الهيكل التنظيمي للمركز؟,"نعم، يحق للمجلس تعديل الهيكل التنظيمي للمركز"
